SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018
50,2,3,18,79,Indiana,Jennings County,28525,28529,28482,28152,28142,28225,27915,27829,27642,27638,27611
50,2,3,18,81,Indiana,Johnson County,139654,139857,140272,141726,143479,145416,147103,148994,151575,153922,156225
50,2,3,18,83,Indiana,Knox County,38440,38440,38393,38470,37975,38055,37961,37763,37331,37094,36895
50,2,3,18,85,Indiana,Kosciusko County,77358,77354,77341,77347,77605,77870,78382,78553,78742,79010,79344
50,2,3,18,87,Indiana,LaGrange County,37128,37130,37158,37463,37658,38088,38435,38614,39109,39222,39330
50,2,3,18,89,Indiana,Lake County,496005,496095,495939,494888,493387,491768,490973,487895,486199,484766,484411
50,2,3,18,91,Indiana,LaPorte County,111467,111463,111455,111299,111296,111421,111737,110853,110254,109911,110007
50,2,3,18,93,Indiana,Lawrence County,46134,46129,46102,46135,46112,45893,45648,45567,45588,45625,45668
50,2,3,18,95,Indiana,Madison County,131636,131639,131619,130994,130190,130300,129744,129383,129297,129460,129641
50,2,3,18,97,Indiana,Marion County,903393,903389,904602,911188,919700,929345,935449,939406,944139,948952,954670
50,2,3,18,99,Indiana,Marshall County,47051,47050,46999,46935,46944,46919,46929,46740,46600,46460,46248
50,2,3,18,101,Indiana,Martin County,10334,10380,10359,10335,10316,10233,10238,10217,10191,10186,10217
50,2,3,18,103,Indiana,Miami County,36903,36905,36810,36645,36534,36165,36071,36001,36041,35827,35567
50,2,3,18,105,Indiana,Monroe County,137974,137959,138560,140209,141473,142066,143410,144220,145748,146720,146917
50,2,3,18,107,Indiana,Montgomery County,38124,38121,38097,38332,38173,38135,38144,38242,38249,38397,38346
50,2,3,18,109,Indiana,Morgan County,68894,68943,69154,69244,69192,69361,69515,69565,69628,69810,70116
50,2,3,18,111,Indiana,Newton County,14244,14239,14234,14084,14042,14025,14086,13968,13985,14041,14011
50,2,3,18,113,Indiana,Noble County,47536,47540,47455,47298,47197,47253,47380,47531,47426,47384,47532
50,2,3,18,115,Indiana,Ohio County,6128,6107,6095,6061,6063,5995,5966,5887,5892,5845,5844
50,2,3,18,117,Indiana,Orange County,19840,19838,19806,19933,19736,19825,19761,19621,19460,19404,19489
50,2,3,18,119,Indiana,Owen County,21575,21577,21570,21490,21369,21157,21023,20830,20901,20793,20845
50,2,3,18,121,Indiana,Parke County,17339,17354,17281,17087,17124,17242,17241,16969,16939,16903,16927
50,2,3,18,123,Indiana,Perry County,19338,19338,19410,19421,19370,19417,19332,19307,18977,18988,19102
50,2,3,18,125,Indiana,Pike County,12845,12710,12729,12604,12626,12503,12500,12413,12398,12332,12410
50,2,3,18,127,Indiana,Porter County,164343,164302,164500,165507,165713,166489,167182,167365,167522,168544,169594
50,2,3,18,129,Indiana,Posey County,25910,25910,25859,25690,25612,25557,25596,25608,25634,25566,25540
50,2,3,18,131,Indiana,Pulaski County,13402,13386,13326,13230,13011,12941,12918,12796,12598,12518,12469
50,2,3,18,133,Indiana,Putnam County,37963,37952,37914,37908,37720,37592,37673,37484,37251,37610,37779
50,2,3,18,135,Indiana,Randolph County,26171,26176,26178,26029,25856,25617,25329,25134,25110,24954,24851
50,2,3,18,137,Indiana,Ripley County,28818,28814,28816,28642,28446,28296,28341,28377,28398,28485,28523
50,2,3,18,139,Indiana,Rush County,17392,17392,17384,17283,17107,16996,16845,16710,16642,16659,16663
50,2,3,18,141,Indiana,St. Joseph County,266931,266925,266809,266696,266496,266984,267749,268203,269484,269994,270771
50,2,3,18,143,Indiana,Scott County,24181,24187,24164,23897,23715,23747,23629,23657,23699,23853,23878
50,2,3,18,145,Indiana,Shelby County,44436,44396,44315,44290,44271,44351,44374,44364,44259,44404,44593
50,2,3,18,147,Indiana,Spencer County,20952,20952,20912,20964,20780,20759,20758,20639,20491,20417,20327
50,2,3,18,149,Indiana,Starke County,23363,23362,23345,23167,23156,23138,22953,22857,23015,22944,22935
50,2,3,18,151,Indiana,Steuben County,34185,34173,34136,34091,34182,34397,34517,34491,34354,34421,34586
50,2,3,18,153,Indiana,Sullivan County,21475,21475,21389,21216,21202,21137,20993,20870,20709,20699,20690
50,2,3,18,155,Indiana,Switzerland County,10613,10666,10696,10610,10441,10576,10543,10589,10615,10674,10717
50,2,3,18,157,Indiana,Tippecanoe County,172780,172803,173102,175858,179134,181977,184466,186783,190504,191670,193048
50,2,3,18,159,Indiana,Tipton County,15936,15936,15878,15815,15659,15545,15406,15252,15167,15139,15128
50,2,3,18,161,Indiana,Union County,7516,7516,7537,7495,7352,7307,7241,7185,7140,7162,7037
50,2,3,18,163,Indiana,Vanderburgh County,179703,179703,179842,180450,181031,181581,181935,181449,181306,180900,180974
50,2,3,18,165,Indiana,Vermillion County,16212,16210,16116,16069,15923,15853,15658,15592,15586,15487,15479
50,2,3,18,167,Indiana,Vigo County,107848,107848,107883,108343,108568,108242,107960,107586,107851,107681,107386
50,2,3,18,169,Indiana,Wabash County,32888,32888,32848,32563,32385,32270,32101,31859,31504,31410,31280
50,2,3,18,171,Indiana,Warren County,8508,8511,8521,8469,8391,8369,8339,8270,8164,8198,8263
50,2,3,18,173,Indiana,Warrick County,59689,59689,59841,60196,60347,60853,60959,61545,62066,62505,62567
50,2,3,18,175,Indiana,Washington County,28262,28262,28300,28201,27919,27785,27892,27779,27734,27788,27943
50,2,3,18,177,Indiana,Wayne County,68917,68996,68890,68628,68221,67783,67377,66965,66609,66178,65936
50,2,3,18,179,Indiana,Wells County,27636,27637,27681,27735,27706,27716,27816,27847,27854,28014,28206
50,2,3,18,181,Indiana,White County,24643,24643,24687,24595,24469,24404,24436,24278,24075,24165,24133
50,2,3,18,183,Indiana,Whitley County,33292,33290,33356,33357,33337,33286,33447,33453,33493,33777,34074
40,2,4,19,0,Iowa,Iowa,3046355,3046872,3050767,3066054,3076097,3093078,3109504,3121460,3131785,3143637,3156145
50,2,4,19,1,Iowa,Adair County,7682,7682,7679,7546,7468,7387,7367,7141,6998,7053,7063
50,2,4,19,3,Iowa,Adams County,4029,4029,4023,3994,3909,3892,3877,3753,3692,3663,3645
50,2,4,19,5,Iowa,Allamakee County,14330,14328,14379,14219,14147,14064,14058,13858,13850,13804,13832
50,2,4,19,7,Iowa,Appanoose County,12887,12887,12856,12847,12707,12653,12671,12572,12505,12363,12437
50,2,4,19,9,Iowa,Audubon County,6119,6119,6098,6003,5865,5863,5771,5713,5629,5566,5506
50,2,4,19,11,Iowa,Benton County,26076,26069,26046,26075,25825,25696,25622,25601,25633,25633,25642
50,2,4,19,13,Iowa,Black Hawk County,131090,131090,131165,131572,131872,132934,133403,133711,133116,132409,132408
50,2,4,19,15,Iowa,Boone County,26306,26308,26274,26289,26141,26291,26296,26453,26426,26476,26346
50,2,4,19,17,Iowa,Bremer County,24276,24276,24295,24378,24494,24575,24665,24740,24737,24822,24947
50,2,4,19,19,Iowa,Buchanan County,20958,20958,20978,20914,21000,21034,21139,21115,21018,21156,21199
50,2,4,19,21,Iowa,Buena Vista County,20260,20265,20355,20311,20564,20663,20622,20381,20322,20102,19874
50,2,4,19,23,Iowa,Butler County,14867,14869,14921,14970,14976,14980,14963,14886,14705,14582,14539
50,2,4,19,25,Iowa,Calhoun County,9670,10177,10160,10063,9913,9899,9845,9800,9808,9749,9699
50,2,4,19,27,Iowa,Carroll County,20816,20816,20823,20857,20655,20542,20498,20419,20377,20273,20154
50,2,4,19,29,Iowa,Cass County,13956,13952,13929,13765,13699,13569,13392,13345,13161,13126,12930
50,2,4,19,31,Iowa,Cedar County,18499,18495,18504,18408,18346,18277,18328,18308,18410,18551,18627
50,2,4,19,33,Iowa,Cerro Gordo County,44151,44151,44096,43966,43697,43527,43206,42983,43088,42997,42647
50,2,4,19,35,Iowa,Cherokee County,12072,12067,12109,12023,11951,11874,11802,11487,11402,11330,11321
50,2,4,19,37,Iowa,Chickasaw County,12439,12442,12410,12404,12285,12272,12250,12149,12096,12036,11964
50,2,4,19,39,Iowa,Clarke County,9286,9286,9320,9318,9341,9246,9195,9210,9250,9331,9423
50,2,4,19,41,Iowa,Clay County,16667,16667,16635,16595,16539,16440,16485,16497,16296,16153,16134
50,2,4,19,43,Iowa,Clayton County,18129,18128,18081,18017,17946,17795,17771,17727,17657,17650,17556
50,2,4,19,45,Iowa,Clinton County,49116,49117,49097,49093,48698,48279,47894,47550,47228,46902,46518
50,2,4,19,47,Iowa,Crawford County,17096,17096,17170,17218,17301,17364,17172,17095,17118,17119,17158
50,2,4,19,49,Iowa,Dallas County,66135,66138,66748,69687,72232,74952,77742,80618,84257,87215,90180
50,2,4,19,51,Iowa,Davis County,8753,8753,8775,8769,8706,8767,8755,8776,8884,8991,9017
50,2,4,19,53,Iowa,Decatur County,8457,8457,8419,8247,8239,8216,8208,8132,8045,7943,7890
50,2,4,19,55,Iowa,Delaware County,17764,17770,17763,17629,17565,17471,17392,17389,17280,17158,17069
50,2,4,19,57,Iowa,Des Moines County,40325,40325,40241,40061,40225,40390,40092,39860,39588,39320,39138
50,2,4,19,59,Iowa,Dickinson County,16667,16667,16670,16858,16925,16878,16840,17005,17110,17173,17153
50,2,4,19,61,Iowa,Dubuque County,93653,93643,93927,94580,95155,95942,96483,96884,96782,97009,96854
50,2,4,19,63,Iowa,Emmet County,10302,10302,10276,10088,9943,9880,9819,9698,9572,9414,9253
50,2,4,19,65,Iowa,Fayette County,20880,20882,20860,20974,20774,20521,20289,20139,19851,19708,19660
50,2,4,19,67,Iowa,Floyd County,16303,16295,16311,16094,16089,16026,16001,15910,15857,15761,15761
50,2,4,19,69,Iowa,Franklin County,10680,10680,10706,10693,10509,10509,10434,10326,10183,10159,10124
50,2,4,19,71,Iowa,Fremont County,7441,7438,7434,7370,7140,7069,7030,6913,6951,6952,6993
50,2,4,19,73,Iowa,Greene County,9336,9337,9362,9330,9180,9158,9123,8942,9000,8969,8981
50,2,4,19,75,Iowa,Grundy County,12453,12453,12465,12479,12440,12343,12391,12404,12286,12322,12304
50,2,4,19,77,Iowa,Guthrie County,10954,10955,10937,10858,10761,10671,10685,10652,10646,10667,10720
50,2,4,19,79,Iowa,Hamilton County,15673,15673,15631,15463,15317,15342,15215,15223,15093,15069,14952
50,2,4,19,81,Iowa,Hancock County,11341,11338,11297,11291,11175,11131,11041,11028,10887,10773,10712
50,2,4,19,83,Iowa,Hardin County,17534,17534,17543,17374,17357,17388,17331,17256,17173,17007,16868
50,2,4,19,85,Iowa,Harrison County,14928,14937,14909,14764,14474,14357,14266,14140,14048,14129,14134
50,2,4,19,87,Iowa,Henry County,20145,20145,20106,20238,19995,20022,19832,19844,19829,20060,20067
50,2,4,19,89,Iowa,Howard County,9566,9564,9568,9545,9548,9439,9351,9312,9253,9219,9187
50,2,4,19,91,Iowa,Humboldt County,9815,9814,9793,9781,9722,9676,9635,9550,9519,9578,9547
50,2,4,19,93,Iowa,Ida County,7089,7089,7067,7044,7043,7073,6970,6961,6954,6856,6841
50,2,4,19,95,Iowa,Iowa County,16355,16355,16335,16320,16177,16279,16314,16278,16185,16118,16141
50,2,4,19,97,Iowa,Jackson County,19848,19853,19828,19730,19682,19514,19427,19362,19387,19368,19432
50,2,4,19,99,Iowa,Jasper County,36842,36842,36813,36617,36574,36729,36882,36740,36703,36985,37147
50,2,4,19,101,Iowa,Jefferson County,16843,16840,16836,17092,17274,17629,17792,17916,18064,18233,18381
50,2,4,19,103,Iowa,Johnson County,130882,130882,131339,134066,137096,140160,142745,144931,146858,149213,151260
50,2,4,19,105,Iowa,Jones County,20638,20636,20689,20739,20597,20517,20542,20444,20424,20684,20744
50,2,4,19,107,Iowa,Keokuk County,10511,10511,10509,10398,10428,10339,10285,10172,10168,10149,10225
50,2,4,19,109,Iowa,Kossuth County,15543,15545,15525,15398,15412,15333,15227,15159,15110,14970,14908
50,2,4,19,111,Iowa,Lee County,35862,35862,35849,35567,35538,35236,35056,34893,34459,34243,34055
50,2,4,19,113,Iowa,Linn County,211226,211238,211697,214177,215462,216480,218125,220211,222081,224277,225909
50,2,4,19,115,Iowa,Louisa County,11387,11387,11382,11380,11361,11349,11254,11279,11212,11203,11169
50,2,4,19,117,Iowa,Lucas County,8898,8900,8898,8878,8777,8695,8633,8607,8552,8550,8645
50,2,4,19,119,Iowa,Lyon County,11581,11581,11568,11691,11757,11696,11703,11751,11781,11797,11811
50,2,4,19,121,Iowa,Madison County,15679,15679,15737,15737,15639,15482,15615,15731,15824,16030,16249
50,2,4,19,123,Iowa,Mahaska County,22381,22382,22408,22498,22399,22422,22365,22308,22172,22197,22000
50,2,4,19,125,Iowa,Marion County,33309,33307,33224,33267,33272,33012,33270,33111,33143,33105,33407
50,2,4,19,127,Iowa,Marshall County,40648,40648,40722,41013,41037,41007,40735,40364,40129,40148,39981
50,2,4,19,129,Iowa,Mills County,15059,15059,15076,15029,14873,14907,14761,14875,15035,15053,15063
50,2,4,19,131,Iowa,Mitchell County,10776,10776,10792,10707,10715,10667,10698,10675,10642,10570,10569
50,2,4,19,133,Iowa,Monona County,9243,9242,9248,9238,9091,9032,8899,8868,8790,8746,8679
50,2,4,19,135,Iowa,Monroe County,7970,7972,7997,8060,8074,7979,7958,7922,7831,7815,7790
50,2,4,19,137,Iowa,Montgomery County,10740,10740,10690,10631,10539,10404,10382,10151,10128,10111,10003
50,2,4,19,139,Iowa,Muscatine County,42745,42749,42749,42786,42863,42960,42982,43020,42925,42892,42929
50,2,4,19,141,Iowa,O'Brien County,14398,14398,14408,14218,14155,14046,14043,13926,13933,13812,13840
50,2,4,19,143,Iowa,Osceola County,6462,6462,6459,6316,6204,6236,6231,6163,6100,6039,6040
50,2,4,19,145,Iowa,Page County,15932,15946,15920,15896,15701,15516,15483,15471,15349,15263,15249
50,2,4,19,147,Iowa,Palo Alto County,9421,9421,9399,9355,9279,9166,9121,9137,9028,9059,8929
50,2,4,19,149,Iowa,Plymouth County,24986,24984,24974,24816,24830,24932,24912,24903,25192,25091,25095
50,2,4,19,151,Iowa,Pocahontas County,7310,7310,7289,7203,7142,7112,7097,6964,6849,6840,6740
50,2,4,19,153,Iowa,Polk County,430640,430632,432362,438721,444676,452687,460977,467526,474579,481086,487204
50,2,4,19,155,Iowa,Pottawattamie County,93158,93149,93365,93494,92919,92864,93274,93608,93592,93510,93533
50,2,4,19,157,Iowa,Poweshiek County,18914,18915,18925,18894,18726,18605,18606,18614,18543,18563,18699
50,2,4,19,159,Iowa,Ringgold County,5131,5130,5113,5048,5027,4971,4961,4976,4985,5029,4968
50,2,4,19,161,Iowa,Sac County,10350,10350,10354,10221,10160,10030,10046,9965,9812,9796,9719
50,2,4,19,163,Iowa,Scott County,165224,165223,165274,166614,168341,170206,171317,171927,172223,172692,173283
50,2,4,19,165,Iowa,Shelby County,12167,12169,12174,11990,12023,11898,11878,11786,11653,11577,11578
50,2,4,19,167,Iowa,Sioux County,33704,33704,33753,34014,34281,34509,34641,34769,34965,34841,34909
50,2,4,19,169,Iowa,Story County,89542,89542,89654,91125,91999,93871,95797,96605,96845,97260,98105
50,2,4,19,171,Iowa,Tama County,17767,17767,17719,17612,17500,17431,17311,17217,17191,17055,16904
50,2,4,19,173,Iowa,Taylor County,6317,6317,6322,6303,6259,6230,6172,6256,6239,6148,6191
50,2,4,19,175,Iowa,Union County,12534,12534,12512,12553,12584,12614,12624,12434,12368,12481,12359
50,2,4,19,177,Iowa,Van Buren County,7570,7571,7577,7513,7448,7435,7391,7297,7241,7164,7020
50,2,4,19,179,Iowa,Wapello County,35625,35624,35682,35481,35429,35509,35430,35505,35330,35107,35205
50,2,4,19,181,Iowa,Warren County,46225,46228,46341,46639,46892,47355,47828,48465,49353,50102,51056
50,2,4,19,183,Iowa,Washington County,21704,21704,21691,21822,21905,21945,22032,22147,22137,22257,22141
50,2,4,19,185,Iowa,Wayne County,6403,6403,6419,6337,6329,6385,6376,6358,6444,6486,6401
50,2,4,19,187,Iowa,Webster County,38013,38013,37884,37746,37325,37333,37070,37048,36746,36643,36277
50,2,4,19,189,Iowa,Winnebago County,10866,10874,10844,10694,10601,10429,10554,10597,10597,10588,10518
50,2,4,19,191,Iowa,Winneshiek County,21056,21058,21075,21048,21039,20839,20694,20736,20413,20131,20029
50,2,4,19,193,Iowa,Woodbury County,102172,102175,102388,102707,102318,102288,102309,102491,102600,102052,102539
50,2,4,19,195,Iowa,Worth County,7598,7591,7583,7560,7496,7489,7557,7502,7470,7461,7453
50,2,4,19,197,Iowa,Wright County,13229,13229,13185,13033,13019,12982,12905,12843,12835,12749,12690
40,2,4,20,0,Kansas,Kansas,2853118,2853126,2858213,2869035,2885361,2893510,2900896,2909502,2911263,2910689,2911505
50,2,4,20,1,Kansas,Allen County,13371,13372,13363,13348,13305,13067,12890,12662,12634,12518,12444
50,2,4,20,3,Kansas,Anderson County,8102,8102,8103,8059,7918,7853,7881,7817,7815,7860,7878
50,2,4,20,5,Kansas,Atchison County,16924,16921,16857,16754,16775,16690,16524,16419,16376,16301,16193
50,2,4,20,7,Kansas,Barber County,4861,4864,4852,4922,4868,4910,4882,4824,4673,4583,4472
50,2,4,20,9,Kansas,Barton County,27674,27672,27674,27694,27526,27453,27345,27173,26896,26432,26111
50,2,4,20,11,Kansas,Bourbon County,15173,15173,15136,14944,14878,14836,14798,14742,14642,14676,14653
50,2,4,20,13,Kansas,Brown County,9984,9984,9968,9971,9864,9910,9781,9698,9633,9612,9598
50,2,4,20,15,Kansas,Butler County,65880,65884,65904,65836,65673,65676,65867,66245,66628,66836,66765
50,2,4,20,17,Kansas,Chase County,2790,2790,2783,2768,2742,2689,2653,2655,2631,2658,2629
50,2,4,20,19,Kansas,Chautauqua County,3669,3669,3649,3608,3558,3528,3455,3386,3359,3328,3309
50,2,4,20,21,Kansas,Cherokee County,21603,21607,21527,21357,21191,20898,20766,20527,20232,20114,20015
50,2,4,20,23,Kansas,Cheyenne County,2726,2726,2714,2693,2667,2671,2686,2677,2674,2690,2660
50,2,4,20,25,Kansas,Clark County,2215,2215,2199,2120,2165,2178,2114,2081,2064,1999,2005
50,2,4,20,27,Kansas,Clay County,8535,8545,8550,8530,8506,8389,8302,8294,8101,8016,7997
50,2,4,20,29,Kansas,Cloud County,9533,9533,9519,9420,9417,9356,9332,9200,9095,8944,8729
50,2,4,20,31,Kansas,Coffey County,8601,8598,8585,8486,8468,8378,8395,8290,8333,8228,8233
50,2,4,20,33,Kansas,Comanche County,1891,1891,1885,1882,1912,1926,1950,1827,1840,1767,1748
50,2,4,20,35,Kansas,Cowley County,36311,36309,36312,36242,36263,36164,35889,35773,35717,35356,35218
50,2,4,20,37,Kansas,Crawford County,39134,39135,39172,39197,39321,39246,39263,39151,39078,39031,39019
50,2,4,20,39,Kansas,Decatur County,2961,2965,2957,2926,2883,2908,2897,2926,2832,2878,2871
50,2,4,20,41,Kansas,Dickinson County,19754,19749,19773,19681,19703,19430,19303,19204,18955,18842,18717
50,2,4,20,43,Kansas,Doniphan County,7945,7948,7960,7959,7890,7876,7839,7784,7712,7665,7682
50,2,4,20,45,Kansas,Douglas County,110826,110826,111195,112462,113309,114711,116448,118222,119858,120629,121436
50,2,4,20,47,Kansas,Edwards County,3037,3037,3054,3019,2965,2967,3025,2956,2901,2893,2849
50,2,4,20,49,Kansas,Elk County,2882,2882,2867,2786,2661,2633,2695,2573,2510,2522,2508
50,2,4,20,51,Kansas,Ellis County,28452,28452,28424,28762,29086,29030,28963,29002,28948,28769,28710
50,2,4,20,53,Kansas,Ellsworth County,6497,6497,6516,6463,6464,6368,6349,6307,6304,6307,6196
50,2,4,20,55,Kansas,Finney County,36776,36785,36953,37119,37126,37097,37148,37208,36963,36853,36611
50,2,4,20,57,Kansas,Ford County,33848,33844,34009,34381,34679,34900,34958,34693,34594,34288,33888
50,2,4,20,59,Kansas,Franklin County,25992,25996,25984,25850,25821,25730,25528,25469,25530,25657,25631
50,2,4,20,61,Kansas,Geary County,34362,34354,35240,35290,37902,36802,36451,36660,35136,33633,32594
50,2,4,20,63,Kansas,Gove County,2695,2701,2692,2725,2760,2794,2748,2698,2623,2630,2612
50,2,4,20,65,Kansas,Graham County,2597,2588,2602,2635,2581,2588,2557,2597,2573,2505,2492
50,2,4,20,67,Kansas,Grant County,7829,7824,7825,7898,7839,7853,7799,7737,7689,7518,7336
50,2,4,20,69,Kansas,Gray County,6006,6001,6026,6086,5963,5980,6061,6077,6020,5996,6033
50,2,4,20,71,Kansas,Greeley County,1247,1248,1258,1254,1267,1282,1301,1301,1277,1233,1227
50,2,4,20,73,Kansas,Greenwood County,6689,6689,6680,6610,6426,6358,6288,6233,6109,6094,6055
50,2,4,20,75,Kansas,Hamilton County,2690,2687,2707,2636,2651,2620,2659,2565,2629,2620,2607
50,2,4,20,77,Kansas,Harper County,6034,6034,6007,5935,5859,5839,5827,5781,5669,5583,5506
50,2,4,20,79,Kansas,Harvey County,34684,34684,34741,34686,34756,34720,34603,34811,34736,34413,34210
50,2,4,20,81,Kansas,Haskell County,4256,4256,4273,4233,4214,4124,4099,4088,4022,4031,3997
50,2,4,20,83,Kansas,Hodgeman County,1916,1918,1920,1957,1927,1924,1883,1860,1834,1849,1818
50,2,4,20,85,Kansas,Jackson County,13462,13460,13462,13424,13401,13310,13437,13284,13269,13321,13280
50,2,4,20,87,Kansas,Jefferson County,19126,19124,19138,18958,18878,18790,18822,18813,18842,18990,18975
50,2,4,20,89,Kansas,Jewell County,3077,3073,3063,3090,3054,3060,3043,2962,2880,2855,2841
50,2,4,20,91,Kansas,Johnson County,544179,544181,545665,552872,559451,566411,573043,579708,585921,591284,597555
50,2,4,20,93,Kansas,Kearny County,3977,3982,4002,3958,3972,3912,3939,3936,3902,3940,3943
50,2,4,20,95,Kansas,Kingman County,7858,7860,7857,7890,7825,7801,7683,7634,7412,7313,7310
50,2,4,20,97,Kansas,Kiowa County,2553,2553,2569,2558,2512,2534,2532,2572,2510,2501,2516
50,2,4,20,99,Kansas,Labette County,21607,21606,21534,21374,21163,20872,20774,20630,20313,20152,19964
50,2,4,20,101,Kansas,Lane County,1750,1749,1736,1743,1683,1698,1666,1630,1593,1546,1560
50,2,4,20,103,Kansas,Leavenworth County,76227,76211,76510,77052,77635,78069,78537,79099,80190,81032,81352
50,2,4,20,105,Kansas,Lincoln County,3241,3241,3244,3233,3179,3160,3183,3144,3082,3051,3023
50,2,4,20,107,Kansas,Linn County,9656,9656,9627,9612,9485,9544,9537,9582,9608,9696,9750
50,2,4,20,109,Kansas,Logan County,2756,2759,2774,2766,2793,2775,2768,2786,2818,2834,2844
50,2,4,20,111,Kansas,Lyon County,33690,33692,33649,33650,33557,33489,33154,33165,33425,33344,33406
50,2,4,20,113,Kansas,McPherson County,29180,29181,29126,29149,29217,29412,28893,28634,28411,28673,28537
50,2,4,20,115,Kansas,Marion County,12660,12660,12670,12544,12374,12203,12185,12047,12008,11972,11950
50,2,4,20,117,Kansas,Marshall County,10117,10117,10111,9981,10024,9972,9943,9842,9783,9698,9722
50,2,4,20,119,Kansas,Meade County,4575,4575,4596,4519,4378,4287,4358,4303,4238,4260,4146
50,2,4,20,121,Kansas,Miami County,32787,32781,32882,32735,32667,32834,32868,32756,32916,33413,33680
50,2,4,20,123,Kansas,Mitchell County,6373,6373,6336,6284,6301,6308,6246,6300,6224,6191,6150
50,2,4,20,125,Kansas,Montgomery County,35471,35468,35353,34781,34475,34449,34095,33426,32820,32388,32120
50,2,4,20,127,Kansas,Morris County,5923,5923,5918,5864,5848,5719,5664,5628,5552,5466,5521
50,2,4,20,129,Kansas,Morton County,3233,3233,3240,3175,3127,3116,3040,2952,2787,2744,2667
50,2,4,20,131,Kansas,Nemaha County,10178,10178,10161,10089,10069,10094,10087,10093,10088,10098,10155
50,2,4,20,133,Kansas,Neosho County,16512,16511,16474,16445,16418,16382,16323,16261,16062,16028,15951
50,2,4,20,135,Kansas,Ness County,3107,3107,3104,3117,3077,3087,3089,3015,2953,2878,2840
50,2,4,20,137,Kansas,Norton County,5671,5669,5665,5655,5586,5614,5534,5538,5494,5436,5430
50,2,4,20,139,Kansas,Osage County,16295,16294,16275,16341,16175,16079,15969,15863,15807,15830,15941
50,2,4,20,141,Kansas,Osborne County,3858,3861,3850,3832,3809,3800,3752,3642,3592,3556,3475
50,2,4,20,143,Kansas,Ottawa County,6091,6091,6096,6063,6028,6043,6029,5937,5908,5834,5802
50,2,4,20,145,Kansas,Pawnee County,6973,6971,6980,6977,6862,6863,6822,6768,6717,6670,6562
50,2,4,20,147,Kansas,Phillips County,5642,5642,5634,5542,5523,5562,5496,5421,5404,5400,5317
50,2,4,20,149,Kansas,Pottawatomie County,21604,21608,21728,22024,22328,22573,22738,23126,23612,23972,24277
50,2,4,20,151,Kansas,Pratt County,9656,9653,9641,9642,9758,9776,9767,9696,9554,9513,9378
50,2,4,20,153,Kansas,Rawlins County,2519,2519,2496,2508,2509,2562,2543,2508,2500,2485,2508
50,2,4,20,155,Kansas,Reno County,64511,64511,64548,64420,64199,64072,63699,63591,63184,62688,62342
50,2,4,20,157,Kansas,Republic County,4980,4980,4938,4891,4825,4767,4741,4688,4660,4675,4664
50,2,4,20,159,Kansas,Rice County,10083,10082,10114,10095,9987,9976,9968,9925,9788,9598,9531
50,2,4,20,161,Kansas,Riley County,71115,71132,71553,73419,77499,76936,76485,77149,75163,73982,73703
50,2,4,20,163,Kansas,Rooks County,5181,5181,5194,5199,5220,5194,5204,5182,5123,5067,5013
50,2,4,20,165,Kansas,Rush County,3307,3307,3314,3211,3209,3178,3162,3100,3055,3065,3093
50,2,4,20,167,Kansas,Russell County,6970,6965,6999,6984,6987,6974,7004,7040,7004,6929,6907
50,2,4,20,169,Kansas,Saline County,55606,55609,55783,55778,55836,55762,55524,55453,54977,54529,54401
50,2,4,20,171,Kansas,Scott County,4936,4936,4960,4892,4856,4909,4969,4952,4983,4943,4897
50,2,4,20,173,Kansas,Sedgwick County,498365,498358,499127,500984,504135,506518,509072,511164,513188,513289,513607
50,2,4,20,175,Kansas,Seward County,22952,22950,22974,23140,23368,23335,23335,23270,22878,22199,21780
50,2,4,20,177,Kansas,Shawnee County,177934,177934,178350,178928,178965,178657,178586,178736,178426,178173,177499
50,2,4,20,179,Kansas,Sheridan County,2556,2544,2530,2501,2491,2500,2502,2476,2487,2531,2533
50,2,4,20,181,Kansas,Sherman County,6010,6010,6018,6053,6120,6090,6067,5963,5954,5948,5899
50,2,4,20,183,Kansas,Smith County,3853,3853,3860,3791,3753,3699,3729,3689,3656,3636,3603
50,2,4,20,185,Kansas,Stafford County,4437,4439,4429,4380,4349,4340,4282,4216,4186,4207,4178
50,2,4,20,187,Kansas,Stanton County,2235,2236,2245,2211,2153,2176,2139,2069,2089,2029,1987
50,2,4,20,189,Kansas,Stevens County,5724,5726,5752,5630,5739,5810,5842,5795,5661,5573,5559
50,2,4,20,191,Kansas,Sumner County,24132,24137,24117,23783,23630,23533,23379,23403,23165,23098,22996
50,2,4,20,193,Kansas,Thomas County,7900,7902,7930,7939,7931,7933,7836,7896,7847,7830,7711
50,2,4,20,195,Kansas,Trego County,3001,3006,3006,2953,2941,2945,2895,2906,2849,2848,2793
50,2,4,20,197,Kansas,Wabaunsee County,7053,7055,7049,7037,6994,7025,6938,6884,6881,6839,6899
50,2,4,20,199,Kansas,Wallace County,1485,1485,1480,1525,1523,1560,1501,1505,1502,1526,1503
50,2,4,20,201,Kansas,Washington County,5799,5794,5784,5818,5726,5625,5610,5568,5563,5466,5420
